Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2016-01-18,18,january,2016,45,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, red",17,13,35,362,221,583
2014-01-26,26,january,2014,45,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, red",26,13,35,554,338,892
2016-01-26,26,january,2016,45,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, red",23,13,35,490,299,789
2014-05-08,8,may,2014,45,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, red",4,13,35,85,52,137
2016-05-08,8,may,2016,45,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, red",4,13,35,85,52,137
2014-06-22,22,june,2014,45,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, red",20,13,35,426,260,686
2016-06-22,22,june,2016,45,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, red",17,13,35,362,221,583
2013-07-02,2,july,2013,40,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",9,13,35,185,117,302
2015-07-02,2,july,2015,40,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",9,13,35,185,117,302
2013-10-06,6,october,2013,40,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",25,13,35,515,325,840
2015-10-06,6,october,2015,40,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",22,13,35,453,286,739
2013-11-13,13,november,2013,40,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",10,13,35,206,130,336
2015-11-13,13,november,2015,40,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",7,13,35,144,91,235
2014-05-01,1,may,2014,40,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",15,13,35,309,195,504
2016-05-01,1,may,2016,40,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",14,13,35,288,182,470
2014-01-11,11,january,2014,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",11,13,35,150,143,293
2016-01-11,11,january,2016,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",9,13,35,122,117,239
2014-01-18,18,january,2014,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",27,13,35,367,351,718
2016-01-18,18,january,2016,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",24,13,35,326,312,638
2014-01-21,21,january,2014,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",25,13,35,340,325,665
2016-01-21,21,january,2016,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",26,13,35,354,338,692
2014-03-30,30,march,2014,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",29,13,35,394,377,771
2016-03-30,30,march,2016,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",30,13,35,408,390,798
2014-06-06,6,june,2014,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",16,13,35,218,208,426
2016-06-06,6,june,2016,40,adults (35-64),m,france,yveline,accessories,helmets,"sport-100 helmet, blue",14,13,35,190,182,372
2013-07-16,16,july,2013,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",9,13,35,185,117,302
2015-07-16,16,july,2015,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",9,13,35,185,117,302
2013-09-25,25,september,2013,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",6,13,35,124,78,202
2015-09-25,25,september,2015,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",7,13,35,144,91,235
2013-10-10,10,october,2013,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",12,13,35,247,156,403
2015-10-10,10,october,2015,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",11,13,35,227,143,370
2013-10-25,25,october,2013,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",24,13,35,494,312,806
2015-10-25,25,october,2015,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",22,13,35,453,286,739
2013-10-31,31,october,2013,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",25,13,35,515,325,840
2015-10-31,31,october,2015,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",23,13,35,474,299,773
2013-11-24,24,november,2013,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",15,13,35,309,195,504
2015-11-24,24,november,2015,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",14,13,35,288,182,470
2013-11-26,26,november,2013,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",16,13,35,330,208,538
2015-11-26,26,november,2015,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",15,13,35,309,195,504
2013-12-11,11,december,2013,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",18,13,35,371,234,605
2015-12-11,11,december,2015,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",19,13,35,391,247,638
2014-01-20,20,january,2014,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",7,13,35,144,91,235
2016-01-20,20,january,2016,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",8,13,35,165,104,269
2014-02-03,3,february,2014,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",22,13,35,453,286,739
2016-02-03,3,february,2016,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",21,13,35,433,273,706
2014-04-14,14,april,2014,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",4,13,35,82,52,134
2016-04-14,14,april,2016,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",3,13,35,62,39,101
2014-04-28,28,april,2014,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",30,13,35,618,390,1008
2016-04-28,28,april,2016,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",28,13,35,577,364,941
2014-06-13,13,june,2014,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",27,13,35,556,351,907
2016-06-13,13,june,2016,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",26,13,35,536,338,874
2014-07-28,28,july,2014,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",15,13,35,309,195,504
2016-07-28,28,july,2016,40,adults (35-64),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",14,13,35,288,182,470
2013-08-27,27,august,2013,64,adults (35-64),m,united states,washington,accessories,helmets,"sport-100 helmet, black",5,13,35,72,65,137
2015-08-27,27,august,2015,64,adults (35-64),m,united states,washington,accessories,helmets,"sport-100 helmet, black",5,13,35,72,65,137
2013-10-02,2,october,2013,64,adults (35-64),m,united states,washington,accessories,helmets,"sport-100 helmet, black",18,13,35,257,234,491
2015-10-02,2,october,2015,64,adults (35-64),m,united states,washington,accessories,helmets,"sport-100 helmet, black",20,13,35,286,260,546
2014-06-16,16,june,2014,64,adults (35-64),m,united states,washington,accessories,helmets,"sport-100 helmet, black",9,13,35,129,117,246
2016-06-16,16,june,2016,64,adults (35-64),m,united states,washington,accessories,helmets,"sport-100 helmet, black",6,13,35,86,78,164
2013-10-17,17,october,2013,64,adults (35-64),f,united states,washington,accessories,helmets,"sport-100 helmet, red",16,13,35,229,208,437
2015-10-17,17,october,2015,64,adults (35-64),f,united states,washington,accessories,helmets,"sport-100 helmet, red",13,13,35,186,169,355
2014-06-16,16,june,2014,64,adults (35-64),f,united states,california,accessories,helmets,"sport-100 helmet, black",6,13,35,128,78,206
2016-06-16,16,june,2016,64,adults (35-64),f,united states,california,accessories,helmets,"sport-100 helmet, black",3,13,35,64,39,103
2013-09-03,3,september,2013,32,young adults (25-34),f,united states,oregon,accessories,helmets,"sport-100 helmet, red",3,13,35,51,39,90
2015-09-03,3,september,2015,32,young adults (25-34),f,united states,oregon,accessories,helmets,"sport-100 helmet, red",1,13,35,17,13,30
2014-01-26,26,january,2014,32,young adults (25-34),f,united states,oregon,accessories,helmets,"sport-100 helmet, red",16,13,35,274,208,482
2016-01-26,26,january,2016,32,young adults (25-34),f,united states,oregon,accessories,helmets,"sport-100 helmet, red",17,13,35,291,221,512
2014-04-01,1,april,2014,32,young adults (25-34),f,united states,oregon,accessories,helmets,"sport-100 helmet, red",28,13,35,479,364,843
2016-04-01,1,april,2016,32,young adults (25-34),f,united states,oregon,accessories,helmets,"sport-100 helmet, red",29,13,35,496,377,873
2014-06-22,22,june,2014,32,young adults (25-34),f,united states,oregon,accessories,helmets,"sport-100 helmet, red",25,13,35,428,325,753
2016-06-22,22,june,2016,32,young adults (25-34),f,united states,oregon,accessories,helmets,"sport-100 helmet, red",22,13,35,376,286,662
2013-08-24,24,august,2013,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",28,13,35,596,364,960
2015-08-24,24,august,2015,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",25,13,35,533,325,858
2013-09-12,12,september,2013,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",27,13,35,575,351,926
2015-09-12,12,september,2015,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",28,13,35,596,364,960
2014-03-19,19,march,2014,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",14,13,35,298,182,480
2016-03-19,19,march,2016,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",15,13,35,320,195,515
2014-03-28,28,march,2014,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",2,13,35,43,26,69
2016-03-28,28,march,2016,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",2,13,35,43,26,69
2014-06-24,24,june,2014,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",27,13,35,575,351,926
2016-06-24,24,june,2016,58,adults (35-64),m,united states,california,accessories,helmets,"sport-100 helmet, black",25,13,35,533,325,858
2013-11-25,25,november,2013,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",27,13,35,585,351,936
2015-11-25,25,november,2015,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",29,13,35,628,377,1005
2013-12-06,6,december,2013,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",29,13,35,628,377,1005
2015-12-06,6,december,2015,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",31,13,35,671,403,1074
2014-01-22,22,january,2014,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",8,13,35,173,104,277
2016-01-22,22,january,2016,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",6,13,35,130,78,208
2014-02-27,27,february,2014,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",12,13,35,260,156,416
2016-02-27,27,february,2016,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",11,13,35,238,143,381
2014-06-01,1,june,2014,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",7,13,35,152,91,243
2016-06-01,1,june,2016,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",9,13,35,195,117,312
2014-06-13,13,june,2014,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",21,13,35,455,273,728
2016-06-13,13,june,2016,57,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, red",20,13,35,433,260,693
2013-07-04,4,july,2013,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",6,13,35,130,78,208
2015-07-04,4,july,2015,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",3,13,35,65,39,104
2013-08-28,28,august,2013,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",8,13,35,173,104,277
2015-08-28,28,august,2015,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",7,13,35,152,91,243
2013-09-01,1,september,2013,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",22,13,35,476,286,762
2015-09-01,1,september,2015,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",21,13,35,455,273,728
2013-09-14,14,september,2013,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",3,13,35,65,39,104
2015-09-14,14,september,2015,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",1,13,35,22,13,35
2013-10-15,15,october,2013,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",16,13,35,346,208,554
2015-10-15,15,october,2015,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",14,13,35,303,182,485
2014-01-05,5,january,2014,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",5,13,35,108,65,173
2016-01-05,5,january,2016,29,young adults (25-34),f,canada,british columbia,accessories,helmets,"sport-100 helmet, blue",7,13,35,152,91,243
2013-07-09,9,july,2013,35,adults (35-64),m,france,seine (paris),accessories,helmets,"sport-100 helmet, blue",17,13,35,267,221,488
2015-07-09,9,july,2015,35,adults (35-64),m,france,seine (paris),accessories,helmets,"sport-100 helmet, blue",14,13,35,220,182,402
2013-09-04,4,september,2013,35,adults (35-64),m,france,seine (paris),accessories,helmets,"sport-100 helmet, blue",7,13,35,110,91,201
2015-09-04,4,september,2015,35,adults (35-64),m,france,seine (paris),accessories,helmets,"sport-100 helmet, blue",9,13,35,141,117,258
2014-01-08,8,january,2014,35,adults (35-64),m,france,seine (paris),accessories,helmets,"sport-100 helmet, blue",20,13,35,314,260,574
2016-01-08,8,january,2016,35,adults (35-64),m,france,seine (paris),accessories,helmets,"sport-100 helmet, blue",17,13,35,267,221,488
2014-06-05,5,june,2014,35,adults (35-64),m,france,seine (paris),accessories,helmets,"sport-100 helmet, blue",24,13,35,377,312,689
2016-06-05,5,june,2016,35,adults (35-64),m,france,seine (paris),accessories,helmets,"sport-100 helmet, blue",24,13,35,377,312,689
2013-07-03,3,july,2013,36,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, black",16,13,35,279,208,487
2015-07-03,3,july,2015,36,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, black",17,13,35,297,221,518
2013-07-07,7,july,2013,61,adults (35-64),m,united kingdom,england,accessories,helmets,"sport-100 helmet, red",23,13,35,474,299,773
2015-07-07,7,july,2015,61,adults (35-64),m,united kingdom,england,accessories,helmets,"sport-100 helmet, red",24,13,35,494,312,806
2014-01-20,20,january,2014,61,adults (35-64),m,united kingdom,england,accessories,helmets,"sport-100 helmet, red",3,13,35,62,39,101
2016-01-20,20,january,2016,61,adults (35-64),m,united kingdom,england,accessories,helmets,"sport-100 helmet, red",4,13,35,82,52,134
2014-04-24,24,april,2014,61,adults (35-64),m,united kingdom,england,accessories,helmets,"sport-100 helmet, red",29,13,35,597,377,974
2016-04-24,24,april,2016,61,adults (35-64),m,united kingdom,england,accessories,helmets,"sport-100 helmet, red",28,13,35,577,364,941
2014-01-13,13,january,2014,35,adults (35-64),m,france,pas de calais,accessories,helmets,"sport-100 helmet, black",22,13,35,369,286,655
2016-01-13,13,january,2016,35,adults (35-64),m,france,pas de calais,accessories,helmets,"sport-100 helmet, black",22,13,35,369,286,655
2013-09-17,17,september,2013,17,youth (<25),m,australia,new south wales,accessories,helmets,"sport-100 helmet, black",24,13,35,419,312,731
2015-09-17,17,september,2015,17,youth (<25),m,australia,new south wales,accessories,helmets,"sport-100 helmet, black",22,13,35,384,286,670
2013-10-23,23,october,2013,17,youth (<25),m,australia,new south wales,accessories,helmets,"sport-100 helmet, black",29,13,35,506,377,883
2015-10-23,23,october,2015,17,youth (<25),m,australia,new south wales,accessories,helmets,"sport-100 helmet, black",28,13,35,489,364,853
2013-12-07,7,december,2013,17,youth (<25),m,australia,new south wales,accessories,helmets,"sport-100 helmet, black",28,13,35,489,364,853
2015-12-07,7,december,2015,17,youth (<25),m,australia,new south wales,accessories,helmets,"sport-100 helmet, black",28,13,35,489,364,853
2014-05-03,3,may,2014,17,youth (<25),m,australia,new south wales,accessories,helmets,"sport-100 helmet, black",27,13,35,471,351,822
2016-05-03,3,may,2016,17,youth (<25),m,australia,new south wales,accessories,helmets,"sport-100 helmet, black",29,13,35,506,377,883
2013-09-06,6,september,2013,18,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",29,13,35,476,377,853
2015-09-06,6,september,2015,18,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",29,13,35,476,377,853
2013-10-30,30,october,2013,18,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",19,13,35,312,247,559
2015-10-30,30,october,2015,18,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",16,13,35,262,208,470
2013-12-16,16,december,2013,18,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",1,13,35,16,13,29
2015-12-16,16,december,2015,18,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",1,13,35,16,13,29
2014-04-02,2,april,2014,18,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",4,13,35,66,52,118
2016-04-02,2,april,2016,18,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",3,13,35,49,39,88
2013-11-01,1,november,2013,19,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",24,13,35,394,312,706
2015-11-01,1,november,2015,19,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",24,13,35,394,312,706
2013-11-13,13,november,2013,19,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",30,13,35,492,390,882
2015-11-13,13,november,2015,19,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",32,13,35,525,416,941
2014-06-24,24,june,2014,19,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",8,13,35,131,104,235
2016-06-24,24,june,2016,19,youth (<25),m,australia,queensland,accessories,helmets,"sport-100 helmet, red",8,13,35,131,104,235
2013-10-17,17,october,2013,54,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",12,13,35,209,156,365
2015-10-17,17,october,2015,54,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",9,13,35,157,117,274
2013-08-18,18,august,2013,37,adults (35-64),f,france,moselle,accessories,helmets,"sport-100 helmet, red",22,13,35,392,286,678
2015-08-18,18,august,2015,37,adults (35-64),f,france,moselle,accessories,helmets,"sport-100 helmet, red",24,13,35,427,312,739
2014-02-03,3,february,2014,37,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, red",28,13,35,577,364,941
2016-02-03,3,february,2016,37,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, red",28,13,35,577,364,941
2014-03-14,14,march,2014,37,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, red",7,13,35,144,91,235
2016-03-14,14,march,2016,37,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, red",4,13,35,82,52,134
2014-04-30,30,april,2014,37,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, red",23,13,35,474,299,773
2016-04-30,30,april,2016,37,adults (35-64),f,france,essonne,accessories,helmets,"sport-100 helmet, red",25,13,35,515,325,840
2013-08-26,26,august,2013,27,young adults (25-34),m,germany,hessen,accessories,helmets,"sport-100 helmet, red",10,13,35,196,130,326
2015-08-26,26,august,2015,27,young adults (25-34),m,germany,hessen,accessories,helmets,"sport-100 helmet, red",12,13,35,235,156,391
2013-08-29,29,august,2013,27,young adults (25-34),m,germany,hessen,accessories,helmets,"sport-100 helmet, red",5,13,35,98,65,163
2015-08-29,29,august,2015,27,young adults (25-34),m,germany,hessen,accessories,helmets,"sport-100 helmet, red",2,13,35,39,26,65
2013-12-13,13,december,2013,27,young adults (25-34),m,germany,hessen,accessories,helmets,"sport-100 helmet, red",1,13,35,20,13,33
2015-12-13,13,december,2015,27,young adults (25-34),m,germany,hessen,accessories,helmets,"sport-100 helmet, red",2,13,35,39,26,65
2014-05-20,20,may,2014,27,young adults (25-34),m,germany,hessen,accessories,helmets,"sport-100 helmet, red",27,13,35,528,351,879
2016-05-20,20,may,2016,27,young adults (25-34),m,germany,hessen,accessories,helmets,"sport-100 helmet, red",27,13,35,528,351,879
2013-09-09,9,september,2013,28,young adults (25-34),f,france,seine (paris),accessories,helmets,"sport-100 helmet, black",21,13,35,330,273,603
2015-09-09,9,september,2015,28,young adults (25-34),f,france,seine (paris),accessories,helmets,"sport-100 helmet, black",23,13,35,361,299,660
2013-10-04,4,october,2013,28,young adults (25-34),f,france,loiret,accessories,helmets,"sport-100 helmet, blue",20,13,35,363,260,623
2015-10-04,4,october,2015,28,young adults (25-34),f,france,loiret,accessories,helmets,"sport-100 helmet, blue",22,13,35,399,286,685
2013-08-01,1,august,2013,29,young adults (25-34),f,france,yveline,accessories,helmets,"sport-100 helmet, blue",2,13,35,27,26,53
2015-08-01,1,august,2015,29,young adults (25-34),f,france,yveline,accessories,helmets,"sport-100 helmet, blue",1,13,35,14,13,27
2013-07-14,14,july,2013,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",20,13,35,314,260,574
2015-07-14,14,july,2015,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",18,13,35,283,234,517
2013-08-08,8,august,2013,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",25,13,35,393,325,718
2015-08-08,8,august,2015,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",22,13,35,345,286,631
2013-08-18,18,august,2013,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",14,13,35,220,182,402
2015-08-18,18,august,2015,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",15,13,35,236,195,431
2013-12-30,30,december,2013,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",23,13,35,361,299,660
2015-12-30,30,december,2015,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",21,13,35,330,273,603
2014-02-24,24,february,2014,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",15,13,35,236,195,431
2016-02-24,24,february,2016,29,young adults (25-34),m,france,seine (paris),accessories,helmets,"sport-100 helmet, red",14,13,35,220,182,402
2013-08-12,12,august,2013,43,adults (35-64),f,germany,bayern,accessories,helmets,"sport-100 helmet, red",28,13,35,606,364,970
2015-08-12,12,august,2015,43,adults (35-64),f,germany,bayern,accessories,helmets,"sport-100 helmet, red",29,13,35,628,377,1005
2013-10-11,11,october,2013,43,adults (35-64),f,germany,bayern,accessories,helmets,"sport-100 helmet, red",30,13,35,650,390,1040
2015-10-11,11,october,2015,43,adults (35-64),f,germany,bayern,accessories,helmets,"sport-100 helmet, red",29,13,35,628,377,1005
2014-04-20,20,april,2014,43,adults (35-64),f,germany,bayern,accessories,helmets,"sport-100 helmet, red",18,13,35,390,234,624
2016-04-20,20,april,2016,43,adults (35-64),f,germany,bayern,accessories,helmets,"sport-100 helmet, red",15,13,35,325,195,520
2013-08-06,6,august,2013,52,adults (35-64),f,france,nord,accessories,helmets,"sport-100 helmet, red",8,13,35,140,104,244
2015-08-06,6,august,2015,52,adults (35-64),f,france,nord,accessories,helmets,"sport-100 helmet, red",10,13,35,175,130,305
2013-12-13,13,december,2013,52,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",12,13,35,209,156,365
2015-12-13,13,december,2015,52,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",9,13,35,157,117,274
2014-06-19,19,june,2014,52,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",20,13,35,349,260,609
2016-06-19,19,june,2016,52,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",21,13,35,366,273,639
2014-06-24,24,june,2014,52,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",22,13,35,384,286,670
2016-06-24,24,june,2016,52,adults (35-64),m,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",19,13,35,332,247,579
2013-08-29,29,august,2013,45,adults (35-64),m,france,hauts de seine,accessories,helmets,"sport-100 helmet, blue",23,13,35,450,299,749
2015-08-29,29,august,2015,45,adults (35-64),m,france,hauts de seine,accessories,helmets,"sport-100 helmet, blue",20,13,35,391,260,651
2014-03-12,12,march,2014,45,adults (35-64),m,france,hauts de seine,accessories,helmets,"sport-100 helmet, blue",27,13,35,528,351,879
2016-03-12,12,march,2016,45,adults (35-64),m,france,hauts de seine,accessories,helmets,"sport-100 helmet, blue",25,13,35,489,325,814
2014-06-03,3,june,2014,45,adults (35-64),m,france,hauts de seine,accessories,helmets,"sport-100 helmet, blue",18,13,35,352,234,586
2016-06-03,3,june,2016,45,adults (35-64),m,france,hauts de seine,accessories,helmets,"sport-100 helmet, blue",19,13,35,371,247,618
2013-09-20,20,september,2013,45,adults (35-64),f,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",22,13,35,384,286,670
2015-09-20,20,september,2015,45,adults (35-64),f,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, red",22,13,35,384,286,670
2013-09-11,11,september,2013,45,adults (35-64),m,germany,bayern,accessories,helmets,"sport-100 helmet, black",2,13,35,43,26,69
2015-09-11,11,september,2015,45,adults (35-64),m,germany,bayern,accessories,helmets,"sport-100 helmet, black",1,13,35,22,13,35
2014-03-30,30,march,2014,45,adults (35-64),m,germany,bayern,accessories,helmets,"sport-100 helmet, black",11,13,35,238,143,381
2016-03-30,30,march,2016,45,adults (35-64),m,germany,bayern,accessories,helmets,"sport-100 helmet, black",8,13,35,173,104,277
2013-11-04,4,november,2013,46,adults (35-64),f,france,seine et marne,accessories,helmets,"sport-100 helmet, blue",30,13,35,471,390,861
2015-11-04,4,november,2015,46,adults (35-64),f,france,seine et marne,accessories,helmets,"sport-100 helmet, blue",31,13,35,487,403,890
2014-03-11,11,march,2014,46,adults (35-64),f,france,seine et marne,accessories,helmets,"sport-100 helmet, blue",1,13,35,16,13,29
2016-03-11,11,march,2016,46,adults (35-64),f,france,seine et marne,accessories,helmets,"sport-100 helmet, blue",3,13,35,47,39,86
2014-06-27,27,june,2014,46,adults (35-64),f,france,seine et marne,accessories,helmets,"sport-100 helmet, blue",27,13,35,424,351,775
2016-06-27,27,june,2016,46,adults (35-64),f,france,seine et marne,accessories,helmets,"sport-100 helmet, blue",26,13,35,408,338,746
2013-07-05,5,july,2013,46,adults (35-64),m,france,seine saint denis,accessories,helmets,"sport-100 helmet, red",28,13,35,440,364,804
2015-07-05,5,july,2015,46,adults (35-64),m,france,seine saint denis,accessories,helmets,"sport-100 helmet, red",30,13,35,471,390,861
2013-12-02,2,december,2013,46,adults (35-64),m,france,seine saint denis,accessories,helmets,"sport-100 helmet, red",11,13,35,173,143,316
